site,date,number,genID,finalPlantID
PL,81012,221,long tongued bee,Cirsium parryi
PL,81012,222,long tongued bee,Cirsium parryi
PL,81012,223,long tongued bee,Cirsium parryi
PL,81012,224,wasp,Cirsium parryi
PL,81012,225,long tongued bee,Cirsium parryi
PL,81012,226,long tongued bee,Cirsium parryi
PL,81012,227,long tongued bee,Cirsium parryi
PL,81012,228,long tongued bee,Cirsium parryi
PL,81012,246,long tongued bee,Cirsium parryi
PL,81012,247,long tongued bee,Cirsium parryi
PL,81012,248,long tongued bee,Cirsium parryi
PL,81012,249,long tongued bee,Cirsium parryi
PL,81012,250,long tongued bee,Cirsium parryi
PL,81012,251,long tongued bee,Cirsium parryi
PL,81012,252,long tongued bee,Cirsium parryi
PL,81012,253,long tongued bee,Cirsium parryi
PL,81012,254,long tongued bee,Cirsium parryi
PL,81012,255,long tongued bee,Cirsium parryi
PL,81012,256,long tongued bee,Cirsium parryi
PL,81012,287,long tongued bee,Cirsium parryi
PL,81012,305,moth,Cirsium parryi
PL,81012,307,moth,Cirsium parryi
PL,81012,308,moth,Cirsium parryi
PL,81012,315,butterfly,Cirsium parryi
PL,81012,316,butterfly,Cirsium parryi
PL,81012,317,butterfly,Cirsium parryi
PL,81012,318,butterfly,Cirsium parryi
PL,81012,340,butterfly,Cirsium parryi
PL,81012,341,butterfly,Cirsium parryi
PL,81012,342,butterfly,Cirsium parryi
PL,81112,1,wasp,Cirsium parryi
PL,81112,2,long tongued bee,Cirsium parryi
PL,81112,3,long tongued bee,Cirsium parryi
PL,81112,4,long tongued bee,Cirsium parryi
PL,81112,5,long tongued bee,Cirsium parryi
PL,81112,6,long tongued bee,Cirsium parryi
PL,81112,7,long tongued bee,Cirsium parryi
PL,81112,8,long tongued bee,Cirsium parryi
PL,81112,9,long tongued bee,Cirsium parryi
PL,81112,10,long tongued bee,Cirsium parryi
PL,81112,11,long tongued bee,Cirsium parryi
PL,81112,12,long tongued bee,Cirsium parryi
PL,81112,13,short tongued bee,Cirsium parryi
PL,81112,14,long tongued bee,Cirsium parryi
PL,81112,15,long tongued bee,Cirsium parryi
PL,81112,16,long tongued bee,Cirsium parryi
PL,81112,17,short tongued fly,Cirsium parryi
PL,81112,18,short tongued fly,Cirsium parryi
PL,81112,19,long tongued bee,Cirsium parryi
PL,81112,20,long tongued bee,Cirsium parryi
PL,81112,21,long tongued bee,Cirsium parryi
PL,81112,22,long tongued bee,Cirsium parryi
PL,81112,23,long tongued bee,Cirsium parryi
PL,81112,24,long tongued fly,Cirsium parryi
PL,81112,25,short tongued fly,Cirsium parryi
PL,81112,26,short tongued fly,Cirsium parryi
PL,81112,27,long tongued bee,Cirsium parryi
PL,81112,28,long tongued bee,Cirsium parryi
PL,81112,29,long tongued bee,Cirsium parryi
PL,81112,30,wasp,Cirsium parryi
PL,81112,31,short tongued fly,Cirsium parryi
PL,81112,32,wasp,Cirsium parryi
PL,81112,33,long tongued bee,Cirsium parryi
PL,81112,34,long tongued bee,Cirsium parryi
PL,81112,35,long tongued bee,Cirsium parryi
PL,81112,36,wasp,Cirsium parryi
PL,81112,37,long tongued bee,Cirsium parryi
PL,81112,38,long tongued bee,Cirsium parryi
PL,81112,39,long tongued bee,Cirsium parryi
PL,81112,44,long tongued bee,Cirsium parryi
PL,81112,127,long tongued bee,Cirsium parryi
PL,81112,128,long tongued bee,Cirsium parryi
PL,81112,129,long tongued bee,Cirsium parryi
PL,81112,136,long tongued bee,Cirsium parryi
PL,81112,137,long tongued bee,Cirsium parryi
PL,81112,138,long tongued bee,Cirsium parryi
PL,81112,139,long tongued bee,Cirsium parryi
PL,81112,140,long tongued bee,Cirsium parryi
PL,81112,141,long tongued bee,Cirsium parryi
PL,81112,142,long tongued bee,Cirsium parryi
PL,81112,143,long tongued bee,Cirsium parryi
PL,81112,144,long tongued bee,Cirsium parryi
PL,81112,145,long tongued bee,Cirsium parryi
PL,81112,146,long tongued bee,Cirsium parryi
PL,81112,147,long tongued bee,Cirsium parryi
PL,81112,148,long tongued bee,Cirsium parryi
PL,81112,149,short tongued fly,Cirsium parryi
PL,81112,150,short tongued fly,Cirsium parryi
PL,81112,151,long tongued bee,Cirsium parryi
PL,81112,152,long tongued bee,Cirsium parryi
PL,81112,153,wasp,Cirsium parryi
PL,81112,154,long tongued bee,Cirsium parryi
PL,81112,155,long tongued bee,Cirsium parryi
PL,81112,191,moth,Cirsium parryi
PL,81112,223,wasp,Cirsium parryi
PL,81112,225,long tongued bee,Cirsium parryi
PL,81112,226,long tongued bee,Cirsium parryi
PL,81112,264,butterfly,Cirsium parryi
PL,81112,265,butterfly,Cirsium parryi
PL,81112,266,butterfly,Cirsium parryi
PL,81112,271,butterfly,Cirsium parryi
PL,81112,275,butterfly,Cirsium parryi
PL,81112,276,butterfly,Cirsium parryi
PL,81112,278,butterfly,Cirsium parryi
PL,81112,278B,butterfly,Cirsium parryi
PL,81112,285,butterfly,Cirsium parryi
PL,81112,286,butterfly,Cirsium parryi
PL,81212,13,long tongued bee,Cirsium parryi
PL,81212,14,long tongued bee,Cirsium parryi
PL,81212,15,long tongued bee,Cirsium parryi
PL,81212,16,long tongued bee,Cirsium parryi
PL,81212,17,long tongued bee,Cirsium parryi
PL,81212,18,short tongued fly,Cirsium parryi
PL,81212,19,long tongued bee,Cirsium parryi
PL,81212,20,long tongued bee,Cirsium parryi
PL,81212,21,long tongued bee,Cirsium parryi
PL,81212,22,long tongued bee,Cirsium parryi
PL,81212,23,long tongued bee,Cirsium parryi
PL,81212,29,wasp,Cirsium parryi
PL,81212,30,wasp,Cirsium parryi
PL,81212,31,wasp,Cirsium parryi
PL,81212,32,wasp,Cirsium parryi
PL,81212,33,long tongued bee,Cirsium parryi
PL,81212,34,long tongued bee,Cirsium parryi
PL,81212,35,long tongued bee,Cirsium parryi
PL,81212,36,long tongued bee,Cirsium parryi
PL,81212,37,wasp,Cirsium parryi
PL,81212,38,wasp,Cirsium parryi
PL,81212,39,wasp,Cirsium parryi
PL,81212,144,short tongued fly,Cirsium parryi
PL,81212,145,short tongued fly,Cirsium parryi
PL,81212,146,short tongued fly,Cirsium parryi
PL,81212,147,short tongued fly,Cirsium parryi
PL,81212,148,short tongued fly,Cirsium parryi
PL,81212,149,short tongued fly,Cirsium parryi
PL,81212,150,long tongued bee,Cirsium parryi
PL,81212,151,long tongued bee,Cirsium parryi
PL,81212,152,long tongued bee,Cirsium parryi
PL,81212,153,long tongued bee,Cirsium parryi
PL,81212,154,long tongued bee,Cirsium parryi
PL,81212,155,long tongued bee,Cirsium parryi
PL,81212,156,long tongued bee,Cirsium parryi
PL,81212,157,long tongued bee,Cirsium parryi
PL,81212,158,long tongued bee,Cirsium parryi
PL,81212,159,long tongued bee,Cirsium parryi
PL,81212,160,long tongued bee,Cirsium parryi
PL,81212,161,long tongued bee,Cirsium parryi
PL,81212,162,long tongued bee,Cirsium parryi
PL,81212,163,long tongued bee,Cirsium parryi
PL,81212,164,long tongued bee,Cirsium parryi
PL,81212,165,long tongued bee,Cirsium parryi
PL,81212,166,long tongued bee,Cirsium parryi
PL,81212,167,long tongued bee,Cirsium parryi
PL,81212,168,long tongued bee,Cirsium parryi
PL,81212,233,moth,Cirsium parryi
PL,81212,234,moth,Cirsium parryi
PL,81212,240,moth,Cirsium parryi
PL,81212,241,moth,Cirsium parryi
PL,81212,242,moth,Cirsium parryi
PL,81212,257,long tongued bee,Cirsium parryi
PL,81212,258,long tongued bee,Cirsium parryi
PL,81212,259,long tongued bee,Cirsium parryi
PL,81212,260,long tongued bee,Cirsium parryi
PL,81212,261,long tongued bee,Cirsium parryi
PL,81212,262,long tongued bee,Cirsium parryi
PL,81212,263,long tongued bee,Cirsium parryi
PL,81212,264,long tongued bee,Cirsium parryi
PL,81212,265,long tongued bee,Cirsium parryi
PL,81212,266,wasp,Cirsium parryi
PL,81212,267,long tongued bee,Cirsium parryi
PL,81212,284,butterfly,Cirsium parryi
PL,81212,285,butterfly,Cirsium parryi
PL,81212,286,butterfly,Cirsium parryi
PL,81212,288,butterfly,Cirsium parryi
PL,81212,308,butterfly,Cirsium parryi
PL,81212,311,moth,Cirsium parryi
PL,81312,1,wasp,Cirsium parryi
PL,81312,2,long tongued bee,Cirsium parryi
PL,81312,3,long tongued bee,Cirsium parryi
PL,81312,4,wasp,Cirsium parryi
PL,81312,5,long tongued fly,Cirsium parryi
PL,81312,6,long tongued bee,Cirsium parryi
PL,81312,7,wasp,Cirsium parryi
PL,81312,8,long tongued bee,Cirsium parryi
PL,81312,9,long tongued bee,Cirsium parryi
PL,81312,10,long tongued bee,Cirsium parryi
PL,81312,11,long tongued bee,Cirsium parryi
PL,81312,12,short tongued bee,Cirsium parryi
PL,81312,13,long tongued bee,Cirsium parryi
PL,81312,122,long tongued bee,Cirsium parryi
PL,81312,123,long tongued bee,Cirsium parryi
PL,81312,124,long tongued bee,Cirsium parryi
PL,81312,156,long tongued bee,Cirsium parryi
PL,81312,157,long tongued bee,Cirsium parryi
PL,81312,158,long tongued bee,Cirsium parryi
PL,81312,159,long tongued bee,Cirsium parryi
PL,81312,160,long tongued bee,Cirsium parryi
PL,81312,161,short tongued bee,Cirsium parryi
PL,81312,162,long tongued bee,Cirsium parryi
PL,81312,163,long tongued bee,Cirsium parryi
PL,81312,164,long tongued bee,Cirsium parryi
PL,81312,165,long tongued bee,Cirsium parryi
PL,81312,166,long tongued bee,Cirsium parryi
PL,81312,167,long tongued bee,Cirsium parryi
PL,81312,168,long tongued bee,Cirsium parryi
PL,81312,169,long tongued bee,Cirsium parryi
PL,81312,170,long tongued bee,Cirsium parryi
PL,81312,171,long tongued bee,Cirsium parryi
PL,81312,172,long tongued bee,Cirsium parryi
PL,81312,173,long tongued bee,Cirsium parryi
PL,81312,174,long tongued bee,Cirsium parryi
PL,81312,175,long tongued bee,Cirsium parryi
PL,81312,176,long tongued bee,Cirsium parryi
PL,81312,177,long tongued bee,Cirsium parryi
PL,81312,178,long tongued bee,Cirsium parryi
PL,81312,179,long tongued bee,Cirsium parryi
PL,81312,180,long tongued bee,Cirsium parryi
PL,81312,181,long tongued bee,Cirsium parryi
PL,81312,182,long tongued bee,Cirsium parryi
PL,81312,183,long tongued bee,Cirsium parryi
PL,81312,184,long tongued bee,Cirsium parryi
PL,81312,185,short tongued fly,Cirsium parryi
PL,81312,186,short tongued fly,Cirsium parryi
PL,81312,187,short tongued fly,Cirsium parryi
PL,81312,188,short tongued fly,Cirsium parryi
PL,81312,189,wasp,Cirsium parryi
PL,81312,190,short tongued fly,Cirsium parryi
PL,81312,221,long tongued fly,Cirsium parryi
PL,81312,225,butterfly,Cirsium parryi
PL,81312,226,butterfly,Cirsium parryi
PL,81312,227,butterfly,Cirsium parryi
PL,81312,228,butterfly,Cirsium parryi
PL,81312,229,butterfly,Cirsium parryi
PL,81312,246,moth,Cirsium parryi
PL,81312,248,moth,Cirsium parryi
PL,81312,251,moth,Cirsium parryi
PL,81312,264,moth,Cirsium parryi
PL,81312,268,moth,Cirsium parryi
PL,81312,272,butterfly,Cirsium parryi
PL,81312,295,long tongued bee,Cirsium parryi
PL,81312,296,long tongued bee,Cirsium parryi
MM,80112,104,short tongued fly,Commelina dianthifolia
MM,80112,105,short tongued fly,Commelina dianthifolia
MM,80112,106,short tongued fly,Commelina dianthifolia
MM,80112,107,short tongued fly,Commelina dianthifolia
MM,80112,108,short tongued fly,Commelina dianthifolia
MM,80112,109,short tongued fly,Commelina dianthifolia
MM,80112,118,short tongued fly,Commelina dianthifolia
MM,80112,119,short tongued fly,Commelina dianthifolia
MM,80112,120,short tongued fly,Commelina dianthifolia
MM,80112,121,short tongued fly,Commelina dianthifolia
MM,80212,115,short tongued fly,Commelina dianthifolia
MM,80212,295,short tongued fly,Commelina dianthifolia
MM,80212,296,short tongued fly,Commelina dianthifolia
MM,80212,297,short tongued fly,Commelina dianthifolia
MM,80212,298,short tongued fly,Commelina dianthifolia
MM,80312,94,short tongued fly,Commelina dianthifolia
MM,80312,95,short tongued fly,Commelina dianthifolia
MM,80312,104,short tongued fly,Commelina dianthifolia
MM,80312,105,short tongued fly,Commelina dianthifolia
MM,80312,106,short tongued fly,Commelina dianthifolia
MM,80312,107,short tongued fly,Commelina dianthifolia
MM,80312,108,short tongued fly,Commelina dianthifolia
MM,80412,103,short tongued fly,Commelina dianthifolia
MM,80412,104,short tongued fly,Commelina dianthifolia
MM,80412,217,short tongued fly,Commelina dianthifolia
MM,80412,218,long tongued bee,Commelina dianthifolia
MM,80212,166,long tongued bee,Corydalis aurea
CH,81912,7,long tongued bee,Cosmos parviflorus
CH,82012,196,butterfly,Cosmos parviflorus
CH,82112,51,long tongued bee,Cosmos parviflorus
CH,82112,107,long tongued fly,Cosmos parviflorus
CH,82112,115,long tongued bee,Cosmos parviflorus
CH,82112,204,butterfly,Cosmos parviflorus
CH,82112,206,butterfly,Cosmos parviflorus
CH,82112,207,butterfly,Cosmos parviflorus
CH,82112,211,butterfly,Cosmos parviflorus
CH,82112,213,butterfly,Cosmos parviflorus
CH,82212,85,wasp,Cosmos parviflorus
CH,82212,90,butterfly,Cosmos parviflorus
CH,82212,91,butterfly,Cosmos parviflorus
JC,71612,125,short tongued bee,Cymopterus lemmonii
SC,72012,76,wasp,Cymopterus lemmonii
SC,72012,77,wasp,Cymopterus lemmonii
SC,72012,78,wasp,Cymopterus lemmonii
SC,72012,79,wasp,Cymopterus lemmonii
SC,72012,80,wasp,Cymopterus lemmonii
SC,72012,87,wasp,Cymopterus lemmonii
SC,72012,88,wasp,Cymopterus lemmonii
SC,72012,89,wasp,Cymopterus lemmonii
SC,72012,90,wasp,Cymopterus lemmonii
SC,72012,91,wasp,Cymopterus lemmonii
SC,72012,92,wasp,Cymopterus lemmonii
SC,72012,93,wasp,Cymopterus lemmonii
SC,72012,94,wasp,Cymopterus lemmonii
SC,72012,95,wasp,Cymopterus lemmonii
SC,72012,96,wasp,Cymopterus lemmonii
SC,72012,97,wasp,Cymopterus lemmonii
SC,72012,98,wasp,Cymopterus lemmonii
SC,72012,99,wasp,Cymopterus lemmonii
SC,72012,100,short tongued bee,Cymopterus lemmonii
SC,72012,129,short tongued fly,Cymopterus lemmonii
SC,72012,135,wasp,Cymopterus lemmonii
SC,72012,136,wasp,Cymopterus lemmonii
SC,72012,137,wasp,Cymopterus lemmonii
SC,72012,181,wasp,Cymopterus lemmonii
SC,72012,182,wasp,Cymopterus lemmonii
SC,72012,183,wasp,Cymopterus lemmonii
SC,72012,184,wasp,Cymopterus lemmonii
SC,72012,185,wasp,Cymopterus lemmonii
SC,72012,186,wasp,Cymopterus lemmonii
SC,72012,281,short tongued fly,Cymopterus lemmonii
SC,72012,283,wasp,Cymopterus lemmonii
SC,72012,284,wasp,Cymopterus lemmonii
SC,72012,285,wasp,Cymopterus lemmonii
SC,72012,286,short tongued bee,Cymopterus lemmonii
SC,72012,287,long tongued bee,Cymopterus lemmonii
SC,72012,288,short tongued bee,Cymopterus lemmonii
SC,72012,289,short tongued bee,Cymopterus lemmonii
SC,72112,14,wasp,Cymopterus lemmonii
SC,72112,15,long tongued bee,Cymopterus lemmonii
SC,72112,16,wasp,Cymopterus lemmonii
SC,72112,17,wasp,Cymopterus lemmonii
SC,72112,18,short tongued bee,Cymopterus lemmonii
SC,72112,19,short tongued fly,Cymopterus lemmonii
SC,72112,20,wasp,Cymopterus lemmonii
SC,72112,58,wasp,Cymopterus lemmonii
SC,72112,59,wasp,Cymopterus lemmonii
SC,72112,60,wasp,Cymopterus lemmonii
SC,72112,61,wasp,Cymopterus lemmonii
SC,72112,62,wasp,Cymopterus lemmonii
SC,72112,63,wasp,Cymopterus lemmonii
SC,72112,64,wasp,Cymopterus lemmonii
SC,72112,65,wasp,Cymopterus lemmonii
SC,72112,66,wasp,Cymopterus lemmonii
SC,72112,67,short tongued fly,Cymopterus lemmonii
SC,72112,155,wasp,Cymopterus lemmonii
SC,72312,1,wasp,Cymopterus lemmonii
SC,72312,2,wasp,Cymopterus lemmonii
SC,72312,3,short tongued fly,Cymopterus lemmonii
SC,72312,4,wasp,Cymopterus lemmonii
SC,72312,5,wasp,Cymopterus lemmonii
SC,72312,6,wasp,Cymopterus lemmonii
SC,72312,255,wasp,Cymopterus lemmonii
SC,72312,256,wasp,Cymopterus lemmonii
SC,72312,257,wasp,Cymopterus lemmonii
SC,72312,258,wasp,Cymopterus lemmonii
SC,72312,259,wasp,Cymopterus lemmonii
SC,72312,260,wasp,Cymopterus lemmonii
SC,72312,261,wasp,Cymopterus lemmonii
SC,72312,262,wasp,Cymopterus lemmonii
SC,72312,263,wasp,Cymopterus lemmonii
SC,72312,264,wasp,Cymopterus lemmonii
SC,72312,265,wasp,Cymopterus lemmonii
SC,72312,266,wasp,Cymopterus lemmonii
SC,72312,267,wasp,Cymopterus lemmonii
SC,72312,268,wasp,Cymopterus lemmonii
SC,72312,269,wasp,Cymopterus lemmonii
SC,72312,270,short tongued fly,Cymopterus lemmonii
SC,72312,271,short tongued fly,Cymopterus lemmonii
SC,72312,272,wasp,Cymopterus lemmonii
SC,72312,273,short tongued fly,Cymopterus lemmonii
SC,72312,274,short tongued bee,Cymopterus lemmonii
SC,72312,275,short tongued fly,Cymopterus lemmonii
SC,72312,276,short tongued fly,Cymopterus lemmonii
SC,72312,277,wasp,Cymopterus lemmonii
SC,72312,278,short tongued fly,Cymopterus lemmonii
SC,72612,22,wasp,Cymopterus lemmonii
SC,72612,23,wasp,Cymopterus lemmonii
SC,72612,24,wasp,Cymopterus lemmonii
SC,72612,159,wasp,Cymopterus lemmonii
SC,72612,160,wasp,Cymopterus lemmonii
SC,72612,161,wasp,Cymopterus lemmonii
SC,72612,162,wasp,Cymopterus lemmonii
SC,72612,163,wasp,Cymopterus lemmonii
SC,72612,164,wasp,Cymopterus lemmonii
SC,72612,165,wasp,Cymopterus lemmonii
SC,72612,166,wasp,Cymopterus lemmonii
SC,72612,167,wasp,Cymopterus lemmonii
SC,72612,168,wasp,Cymopterus lemmonii
SC,72612,169,wasp,Cymopterus lemmonii
SC,72612,170,wasp,Cymopterus lemmonii
SC,72712,41,wasp,Cymopterus lemmonii
SC,72712,42,wasp,Cymopterus lemmonii
SC,72712,43,wasp,Cymopterus lemmonii
SC,72712,44,wasp,Cymopterus lemmonii
SC,72712,45,wasp,Cymopterus lemmonii
SC,72712,46,wasp,Cymopterus lemmonii
SC,72712,64,short tongued bee,Cymopterus lemmonii
SC,72712,65,wasp,Cymopterus lemmonii
SC,72712,124,wasp,Cymopterus lemmonii
SC,72712,125,wasp,Cymopterus lemmonii
SC,72712,126,short tongued fly,Cymopterus lemmonii
SC,72712,127,wasp,Cymopterus lemmonii
SC,72712,128,wasp,Cymopterus lemmonii
SC,72712,129,wasp,Cymopterus lemmonii
SC,72712,130,wasp,Cymopterus lemmonii
SC,72712,131,wasp,Cymopterus lemmonii
SC,72712,132,wasp,Cymopterus lemmonii
SC,72712,133,wasp,Cymopterus lemmonii
SC,72712,134,wasp,Cymopterus lemmonii
SC,72712,135,wasp,Cymopterus lemmonii
SC,72812,8,wasp,Cymopterus lemmonii
SC,72812,9,wasp,Cymopterus lemmonii
SC,72812,10,long tongued bee,Cymopterus lemmonii
SC,72812,11,wasp,Cymopterus lemmonii
SC,72812,12,wasp,Cymopterus lemmonii
SC,72812,13,short tongued fly,Cymopterus lemmonii
SC,72812,14,wasp,Cymopterus lemmonii
SC,72812,15,wasp,Cymopterus lemmonii
SC,72812,16,short tongued fly,Cymopterus lemmonii
