site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner,dateDetermined,notes
CH,8/21/12,23,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,24,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,25,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,26,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,27,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,28,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,29,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,30,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,31,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,32,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,33,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,34,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,LCP,,,
CH,8/21/12,35,honey bee,Apis mellifera,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,36,bee,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,37,syrphid,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,38,small dark bee,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,39,small dark bee,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,40,syrphid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,41,syrphid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,42,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,43,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,44,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,45,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,46,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,47,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,48,bombiliid,,,little pink,Ceratium nutans,4,1,LCP,,,
CH,8/21/12,49,bee,,,big yellow aster,Hymenoxys hoopesii,4,1,LCP,,,
CH,8/21/12,50,bumble bee,,,clover,Trifolium pinetorum,4,1,LCP,,,
CH,8/21/12,51,bee,,,cosmos,Cosmos parviflorus,4,1,LCP,,,
CH,8/21/12,52,wasp,,,yarrow,Achillea millefolium,4,1,LCP,,,
CH,8/21/12,53,honey bee,Apis mellifera,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,LCP,,,
CH,8/21/12,54,bumble bee,,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,LCP,,,
CH,8/21/12,55,bumble bee,,,vetch,Vicia americana,4,1,LCP,,,
CH,8/21/12,56,bumble bee,,,vetch,Vicia americana,4,1,LCP,,,
CH,8/21/12,57,honey bee,Apis mellifera,,mullien,Verbascum thapsus,4,1,LCP,,,
CH,8/21/12,58,bumble bee,,,mullien,Verbascum thapsus,4,1,LCP,,,
CH,8/21/12,59,honey bee,Apis mellifera,,yellow flax,Linum neomexicanum,4,1,LCP,,,
CH,8/21/12,60,honey bee,Apis mellifera,,yellow flax,Linum neomexicanum,4,1,LCP,,,
CH,8/21/12,61,bumble bee,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,62,bumble bee,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,63,bumble bee,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,64,small dark bee,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,65,bumble bee,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,66,honey bee,Apis mellifera,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,67,bumble bee,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,68,bumble bee,,,vetch,Vicia americana,4,2,LCP,,,
CH,8/21/12,69,bumble bee,,,vetch,Vicia americana,4,2,LCP,,,
CH,8/21/12,70,fly,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,71,bee,,,yellow flax,Linum neomexicanum,4,2,LCP,,,
CH,8/21/12,72,honey bee,Apis mellifera,,yellow flax,Linum neomexicanum,4,2,LCP,,,
CH,8/21/12,73,small dark bee,,,beebalm,Monarda citriodora spp. austromontana,4,2,LCP,,,
CH,8/21/12,74,bee,,,beebalm,Monarda citriodora spp. austromontana,4,2,LCP,,,
CH,8/21/12,75,bumble bee,,,beebalm,Monarda citriodora spp. austromontana,4,2,LCP,,,
CH,8/21/12,76,turantula wasp,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,77,wasp,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,78,wasp,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,79,small dark bee,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,80,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,81,syrphid,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,82,fly,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,83,honey bee,Apis mellifera,,senicio,Senecio eremophilus,4,2,LCP,,,
CH,8/21/12,84,carpenter bee,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,85,syrphid,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,86,bombiliid,,,little pink,Ceratium nutans,4,2,LCP,,,
CH,8/21/12,87,small dark bee,,,little pink,Ceratium nutans,4,2,LCP,,,
CH,8/21/12,88,bombiliid,,,little pink,Ceratium nutans,4,2,LCP,,,
CH,8/21/12,89,bombiliid,,,little pink,Ceratium nutans,4,1,HLS,,,
CH,8/21/12,90,bombiliid,,,little pink,Ceratium nutans,4,1,HLS,,,
CH,8/21/12,91,bombiliid,,,little pink,Ceratium nutans,4,1,HLS,,,
CH,8/21/12,92,bombiliid,,,little pink,Ceratium nutans,4,1,HLS,,,
CH,8/21/12,93,carpenter bee,,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,94,wasp,,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,95,turantula wasp,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,96,wasp,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,97,fly,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,98,syrphid,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,99,fly,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,100,syrphid,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,101,syrphid,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,102,wasp,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,103,wasp,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,104,bumble bee,,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,105,honey bee,Apis mellifera,,yellow flax,Linum neomexicanum,4,1,HLS,,,
CH,8/21/12,106,bee,,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,HLS,,,
CH,8/21/12,107,bombiliid,,,cosmos,Cosmos parviflorus,4,1,HLS,,,
CH,8/21/12,108,bumble bee,,,purple thistle,Cirsium arizonicum var. arizonicum,4,1,HLS,,,
CH,8/21/12,109,bee,,,yellow flax,Linum neomexicanum,4,1,HLS,,,
CH,8/21/12,110,bumble bee,,,clover,Trifolium pinetorum,4,1,HLS,,,
CH,8/21/12,111,bumble bee,,,clover,Trifolium pinetorum,4,1,HLS,,,
CH,8/21/12,112,bumble bee,,,purple flower,Glandularia bipinnatifida,4,1,HLS,,,
CH,8/21/12,113,bumble bee,,,purple flower,Glandularia bipinnatifida,4,1,HLS,,,
CH,8/21/12,114,bee,,,purple flower,Glandularia bipinnatifida,4,1,HLS,,,
CH,8/21/12,115,bee,,,cosmos,Cosmos parviflorus,4,1,HLS,,,
CH,8/21/12,116,bee,,,scarlet bee blossum,Gaura coccinea,4,1,HLS,,,
CH,8/21/12,117,bumble bee,,,clover,Trifolium pinetorum,4,1,HLS,,,
CH,8/21/12,118,bumble bee,,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,119,bumble bee,,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,120,honey bee,,,senicio,Senecio eremophilus,4,1,HLS,,,
CH,8/21/12,121,syrphid,,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,HLS,,,
CH,8/21/12,122,syrphid,,,mullien,Verbascum thapsus,4,1,HLS,,,
CH,8/21/12,123,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,124,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,125,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,126,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,127,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,128,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,129,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,130,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,131,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,132,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,133,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,134,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,135,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,136,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,137,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,138,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,139,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,140,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,141,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,142,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,143,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,144,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,145,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,146,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,147,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,148,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,4,1,HLS,,,
CH,8/21/12,149,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,150,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,151,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,152,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,153,bee,,,big yellow aster,Hymenoxys hoopesii,4,2,HLS,,,
CH,8/21/12,154,fly,,,big yellow aster,Hymenoxys hoopesii,4,2,HLS,,,
CH,8/21/12,155,bee,,,big yellow aster,Hymenoxys hoopesii,4,2,HLS,,,
CH,8/21/12,156,bee,,,yellow aster,Heliomeris multiflora var. nevadensis,4,2,HLS,,,
CH,8/21/12,157,bumble bee,,,yellow aster,Heliomeris multiflora var. nevadensis,4,2,HLS,,,
CH,8/21/12,158,bee,,,yellow aster,Heliomeris multiflora var. nevadensis,4,2,HLS,,,
CH,8/21/12,159,honey bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,160,honey bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,161,honey bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,162,honey bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,163,honey bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,164,honey bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,165,wasp,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,166,syrphid,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,167,wasp,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,168,fly,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,169,wasp,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,170,bee,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,171,fly,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,172,wasp,,,giant white carrot 2,Psacalium decompositum,4,2,HLS,,,
CH,8/21/12,173,beetle,,,yarrow,Achillea millefolium,4,2,HLS,,,
CH,8/21/12,174,bumble bee,,,monkey flower,Mimulus guttans,4,2,HLS,,,
CH,8/21/12,175,bumble bee,,,clover,Trifolium pinetorum,4,2,HLS,,,
CH,8/21/12,176,bumble bee,,,clover,Trifolium pinetorum,4,2,HLS,,,
CH,8/21/12,177,bumble bee,,,clover,Trifolium pinetorum,4,2,HLS,,,
CH,8/21/12,178,bumble bee,,,clover,Trifolium pinetorum,4,2,HLS,,,
CH,8/21/12,179,bombiliid,,,golden lily,Echeandia flavescens,4,2,HLS,,,
CH,8/21/12,180,bee,,,yellow flax,Linum neomexicanum,4,2,HLS,,,
CH,8/21/12,181,honey bee,Apis mellifera,,senicio,Senecio eremophilus,4,2,HLS,,,
CH,8/21/12,182,small dark bee,,,beebalm,Monarda citriodora spp. austromontana,4,2,HLS,,,
CH,8/21/12,183,honey bee,Apis mellifera,,yellow flax,Linum neomexicanum,4,2,HLS,,,
CH,8/21/12,184,california sisters,,,giant white carrot 2,Psacalium decompositum,4,1,HLS,,,
CH,8/21/12,185,frittelry,,,primrose,Oenothera elata,4,2,HLS,,,
CH,8/21/12,186,sulfur,,,purple flower,Glandularia bipinnatifida,4,2,HLS,,,
CH,8/21/12,187,sulfur,,,yellow aster,Heliomeris multiflora var. nevadensis,4,2,HLS,,,
CH,8/21/12,188,vanessa,,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,HLS,,,
CH,8/21/12,189,sulfur,,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,HLS,,,
CH,8/21/12,190,hawk moth,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,191,hawk moth,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,192,hawk moth,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,193,hawk moth,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,194,hawk moth,,,purple flower,Glandularia bipinnatifida,4,2,LCP,,,
CH,8/21/12,195,hawk moth,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,196,hawk moth,,,purple flower,Glandularia bipinnatifida,4,1,HLS,,,
CH,8/21/12,197,hawk moth,,,purple flower,Glandularia bipinnatifida,4,2,HLS,,,
CH,8/21/12,198,vanessa,,,yellow aster,Heliomeris multiflora var. nevadensis,4,1,HLS,,,
CH,8/21/12,199,sulfur,,,purple flower,Glandularia bipinnatifida,4,1,HLS,,,
CH,8/21/12,200,moth,,,clover,Trifolium pinetorum,4,2,HLS,,,
CH,8/21/12,201,vanessa,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,202,checkerspot,,,beebalm,Monarda citriodora spp. austromontana,4,2,LCP,,,
CH,8/21/12,203,vanessa,,,beebalm,Monarda citriodora spp. austromontana,4,2,LCP,,,
CH,8/21/12,204,blue,,,cosmos,Cosmos parviflorus,4,2,LCP,,,
CH,8/21/12,205,blue,,,clover,Trifolium pinetorum,4,2,LCP,,,
CH,8/21/12,206,blue,,,cosmos,Cosmos parviflorus,4,1,LCP,,,
CH,8/21/12,207,blue,,,cosmos,Cosmos parviflorus,4,1,LCP,,,
CH,8/21/12,208,blue,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,
CH,8/21/12,209,blue,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,210,blue,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,
CH,8/21/12,211,blue,,,cosmos,Cosmos parviflorus,4,2,HLS,,,
CH,8/21/12,212,blue,,,scarlet bee blossum,Gaura coccinea,4,1,HLS,,,
CH,8/21/12,213,blue,,,cosmos,Cosmos parviflorus,4,1,HLS,,,
CH,8/21/12,214,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. Austromontana,4,2,LCP,,,
CH,8/21/12,215,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. Austromontana,4,2,LCP,,,
CH,8/21/12,216,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. Austromontana,4,2,LCP,,,
CH,8/22/12,1,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,2,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,3,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,4,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,5,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,6,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,7,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,8,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,9,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,10,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,11,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,12,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,13,fly,,,beebalm,Monarda citriodora spp. austromontana,5,1,HLS,,,
CH,8/22/12,14,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,15,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,16,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,17,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,18,wasp,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,19,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,20,wasp,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,21,honey bee,Apis mellifera,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,22,bee,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,23,beetle,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,24,fly,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,25,bumble bee,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,26,fly,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,27,fly,,,giant white carrot 2,Psacalium decompositum,5,1,HLS,,,
CH,8/22/12,28,bee,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,HLS,,,
CH,8/22/12,29,moth,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,HLS,,,
CH,8/22/12,30,fly,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,
CH,8/22/12,31,fly,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,
CH,8/22/12,32,bumble bee,,,mullien,Verbascum thapsus,5,1,HLS,,,
CH,8/22/12,33,honey bee,Apis mellifera,,mullien,Verbascum thapsus,5,1,HLS,,,
CH,8/22/12,34,bumble bee,,,vetch,Vicia americana,5,1,HLS,,,
CH,8/22/12,35,bombiliid,,,yellow flax,Linum neomexicanum,5,1,HLS,,,
CH,8/22/12,36,bee,,,morning glory,Ipomoea  plummerae,5,1,HLS,,,
CH,8/22/12,37,bumble bee,,,golden lily,Echeandia flavescens,5,1,HLS,,,
CH,8/22/12,38,small dark bee,,,golden lily,Echeandia flavescens,5,1,HLS,,,
CH,8/22/12,39,skipper,,,purple thistle,Cirsium arizonicum var. arizonicum,5,1,HLS,,,
CH,8/22/12,40,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,really HLS
CH,8/22/12,41,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,42,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,43,honey bee,Apis mellifera,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,44,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,45,bumble bee,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,LCP,,,
CH,8/22/12,46,fly,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,LCP,,,
CH,8/22/12,47,bee,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,LCP,,,
CH,8/22/12,48,bumble bee,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,LCP,,,
CH,8/22/12,49,fly,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,50,fly,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,51,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,52,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,53,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,54,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,55,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,56,syrphid,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,57,honey bee,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,58,honey bee,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,59,fly,,,giant white carrot 2,Psacalium decompositum,5,1,LCP,,,
CH,8/22/12,60,syrphid,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,61,syrphid,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,62,bombiliid,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,63,bombiliid,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,64,fly,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,65,beetle,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,66,bee,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,
CH,8/22/12,67,wasp,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,LCP,,,
CH,8/22/12,68,beetle,,,yellow aster,Heliomeris multiflora var. nevadensis,5,1,LCP,,,
CH,8/22/12,69,bumble bee,,,clover,Trifolium pinetorum,5,1,LCP,,,
CH,8/22/12,70,bumble bee,,,clover,Trifolium pinetorum,5,1,LCP,,,
CH,8/22/12,71,bumble bee,,,vetch,Vicia americana,5,1,LCP,,,
CH,8/22/12,72,bumble bee,,,vetch,Vicia americana,5,1,LCP,,,
CH,8/22/12,73,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,74,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,75,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,76,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,77,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,78,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,79,honey bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,80,bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,81,bumble bee,,,beebalm,Monarda citriodora spp. austromontana,5,1,LCP,,,
CH,8/22/12,82,bee,,,yellow flax,Linum neomexicanum,5,1,LCP,,,
CH,8/22/12,83,bee,,,yellow flax,Linum neomexicanum,5,1,LCP,,,
